#DataThief /home/og/tools/dobgcp/forcing/temp-flow.png Monday 20-Jan-2025 3:51:54 PM,
0.7684,1606.8151
0.7684,1625.3909
1.0772,1643.9825
1.3859,1643.9982
1.6947,1644.0139
2.0034,1644.0296
2.3121,1644.0453
2.6209,1644.0611
2.9296,1625.5009
3.2383,1625.5166
3.5471,1606.9565
3.8558,1588.3963
4.1645,1569.8362
4.4733,1551.2761
4.782,1532.7159
5.0907,1514.1558
5.3995,1495.5956
5.7082,1477.0355
6.0169,1458.4754
6.3256,1439.9152
6.6343,1439.9308
6.9431,1421.3708
7.2519,1421.3865
7.5606,1402.8264
7.8693,1402.842
8.1781,1402.8578
8.4868,1402.8735
8.7955,1402.8892
9.1043,1402.9049
9.413,1421.4965
9.7217,1421.5122
10.0305,1440.1038
10.3392,1440.1195
10.3392,1421.5436
10.3392,1440.1195
10.6479,1458.7111
10.9567,1477.3026
11.2654,1495.8942
11.5741,1514.4857
11.5741,1533.0616
11.8829,1551.6532
11.8829,1570.229
11.8829,1588.8049
12.1916,1607.3963
12.1916,1625.9723
12.1916,1644.5481
12.1916,1663.124
12.1916,1681.6998
12.5003,1700.2913
12.5003,1718.8672
12.5003,1737.4431
12.5003,1756.019
12.8091,1774.6105
13.1178,1793.2021
13.4264,1811.7936
13.4264,1830.3695
13.4264,1848.9453
13.4264,1867.5211
13.4264,1886.097
13.7353,1904.6886
13.7353,1923.2645
13.7353,1941.8403
14.044,1960.4319
14.044,1979.0077
14.044,1997.5836
14.3527,2016.1751
14.3527,2034.751
14.3527,2053.3268
14.3527,2071.9026
14.3527,2090.4786
14.6615,2109.0701
14.6615,2127.646
14.6615,2146.2218
14.6615,2164.7976
14.9702,2183.3892
14.9702,2201.9651
14.9702,2220.5409
14.9702,2239.1168
14.9702,2257.6926
14.9702,2276.2685
15.2789,2294.8601
15.2789,2313.4359
15.5877,2332.0275
15.8963,2350.619
15.8963,2369.1949
15.8963,2387.7707
15.8963,2406.3466
16.2051,2424.9381
16.2051,2443.514
16.2051,2462.0899
16.2051,2480.6657
16.5139,2499.2572
16.5139,2517.8331
16.5139,2536.409
16.8226,2555.0005
16.8226,2573.5764
16.8226,2592.1522
17.1313,2610.7438
